"Rank";"Symbol";"Instrument";"Annualized return";"Average return";"Median return";"Pattern Start";"Pattern End";"Cal. Days";"Max Profit";"Max Loss";"No. of Winners";"No. of Trades";"Win Ratio";"Std Dev";"Sharpe Ratio";
"293";"VRSN";"VeriSign, Inc";"+76.10%";"+4.08%";"+2.47%";"24 Mar";"19 Apr";"26";"+23.67%";"-3.14%";"8";"10";"80%";"6.96%";"3.12";
"294";"ANSS";"ANSYS, Inc";"+66.56%";"+4.25%";"+3.00%";"24 Mar";"23 Apr";"30";"+19.10%";"-9.26%";"9";"10";"90%";"7.54%";"2.09";
"295";"UNH";"UnitedHealth Group Incorporated";"+61.90%";"+4.01%";"+3.38%";"24 Mar";"23 Apr";"30";"+29.81%";"-7.32%";"8";"10";"80%";"9.77%";"1.89";
"296";"NDAQ";"Nasdaq, Inc";"+77.05%";"+3.96%";"+2.35%";"24 Mar";"18 Apr";"25";"+32.28%";"-6.85%";"7";"10";"70%";"10.01%";"2.87";
"297";"AMP";"Ameriprise Financial, Inc";"+65.16%";"+3.61%";"+3.30%";"24 Mar";"19 Apr";"26";"+15.60%";"-4.52%";"6";"10";"60%";"7.13%";"1.65";
"298";"JKHY";"Jack Henry & Associates, Inc";"+67.86%";"+3.73%";"+3.07%";"24 Mar";"19 Apr";"26";"+17.18%";"-3.29%";"8";"10";"80%";"5.56%";"2.84";
"299";"NFLX";"Netflix, Inc";"+75.43%";"+3.57%";"+2.50%";"24 Mar";"16 Apr";"23";"+28.24%";"-12.53%";"6";"10";"60%";"13.11%";"1.74";
"300";"PFG";"Principal Financial Group, Inc";"+69.78%";"+3.66%";"+2.84%";"24 Mar";"18 Apr";"25";"+12.67%";"-4.11%";"8";"10";"80%";"5.16%";"1.92";
"301";"POOL";"Pool Corporation";"+71.43%";"+4.50%";"+2.36%";"24 Mar";"23 Apr";"30";"+23.35%";"-5.25%";"7";"10";"70%";"9.04%";"2.11";
"302";"AEE";"Ameren Corporation";"+69.66%";"+3.21%";"+2.86%";"24 Mar";"15 Apr";"22";"+15.64%";"-3.06%";"7";"10";"70%";"5.33%";"2.32";
"303";"UNP";"Union Pacific Corporation";"+55.88%";"+3.56%";"+3.78%";"24 Mar";"22 Apr";"29";"+14.15%";"-13.29%";"8";"10";"80%";"7.99%";"2.12";
"304";"ROL";"Rollins, Inc";"+64.27%";"+3.99%";"+3.04%";"24 Mar";"22 Apr";"29";"+11.51%";"+0.07%";"10";"10";"100%";"4.05%";"3.04";
"305";"TROW";"T. Rowe Price Group, Inc";"+59.07%";"+3.20%";"+3.69%";"24 Mar";"18 Apr";"25";"+13.02%";"-6.36%";"8";"10";"80%";"5.31%";"2.10";
"306";"EFX";"Equifax Inc";"+73.02%";"+4.42%";"+2.30%";"24 Mar";"22 Apr";"29";"+26.95%";"-13.92%";"8";"10";"80%";"11.07%";"2.25";
"307";"FIS";"Fidelity National Information Services, ";"+67.13%";"+3.26%";"+3.06%";"24 Mar";"16 Apr";"23";"+16.78%";"-5.96%";"8";"10";"80%";"5.81%";"2.69";
"308";"FFIV";"F5 Networks, Inc";"+51.32%";"+3.44%";"+4.07%";"24 Mar";"23 Apr";"30";"+20.75%";"-5.89%";"7";"10";"70%";"7.76%";"1.70";
"309";"HON";"Honeywell International Inc";"+70.58%";"+3.69%";"+2.69%";"24 Mar";"18 Apr";"25";"+13.55%";"-1.42%";"7";"10";"70%";"4.96%";"2.83";
"310";"ILMN";"Illumina, Inc";"+74.05%";"+3.68%";"+2.41%";"24 Mar";"17 Apr";"24";"+24.46%";"-10.26%";"7";"10";"70%";"9.30%";"1.81";
"311";"EMR";"Emerson Electric Co";"+65.86%";"+4.07%";"+2.81%";"24 Mar";"22 Apr";"29";"+17.63%";"-4.27%";"9";"10";"90%";"5.61%";"2.46";
"312";"ELV";"Elevance Health Inc";"+76.24%";"+2.16%";"+1.48%";"24 Mar";"07 Apr";"14";"+13.82%";"-4.32%";"6";"10";"60%";"5.67%";"1.95";
"313";"HUM";"Humana Inc";"+85.57%";"+5.17%";"+1.06%";"24 Mar";"23 Apr";"30";"+56.73%";"-7.84%";"7";"10";"70%";"16.27%";"2.29";
"314";"HST";"Host Hotels & Resorts, Inc";"+63.83%";"+3.41%";"+3.11%";"24 Mar";"18 Apr";"25";"+11.26%";"-1.67%";"7";"10";"70%";"4.20%";"1.63";
"315";"MTCH";"Match Group, Inc";"+51.69%";"+2.87%";"+4.11%";"24 Mar";"18 Apr";"25";"+38.32%";"-15.50%";"7";"10";"70%";"14.40%";"1.21";
"316";"TFX";"Teleflex Incorporated";"+81.35%";"+4.29%";"+1.60%";"24 Mar";"19 Apr";"26";"+34.77%";"-8.36%";"8";"10";"80%";"10.64%";"2.97";
"317";"RJF";"Raymond James Financial, Inc";"+62.31%";"+3.89%";"+3.01%";"24 Mar";"22 Apr";"29";"+15.50%";"-5.08%";"6";"10";"60%";"7.21%";"1.77";
"318";"OMC";"Omnicom Group Inc";"+64.03%";"+3.14%";"+3.08%";"24 Mar";"16 Apr";"23";"+12.47%";"-6.42%";"7";"10";"70%";"5.41%";"2.14";
"320";"AJG";"Arthur J. Gallagher & Co";"+64.38%";"+3.57%";"+2.91%";"24 Mar";"19 Apr";"26";"+9.96%";"-4.06%";"8";"10";"80%";"4.48%";"2.69";
"321";"ICE";"Intercontinental Exchange, Inc";"+65.60%";"+3.63%";"+2.76%";"24 Mar";"19 Apr";"26";"+21.37%";"-9.00%";"7";"10";"70%";"8.46%";"2.93";
"322";"VRSK";"Verisk Analytics, Inc";"+50.81%";"+3.41%";"+3.81%";"24 Mar";"23 Apr";"30";"+7.59%";"-5.87%";"9";"10";"90%";"3.99%";"2.26";
"323";"C";"Citigroup Inc";"+69.36%";"+3.34%";"+2.48%";"24 Mar";"16 Apr";"23";"+15.26%";"-7.28%";"7";"10";"70%";"7.24%";"1.84";
"324";"WYNN";"Wynn Resorts, Limited";"+58.07%";"+3.16%";"+3.38%";"24 Mar";"18 Apr";"25";"+22.32%";"-9.72%";"7";"10";"70%";"9.33%";"1.07";
"325";"ACN";"Accenture plc";"+65.40%";"+3.62%";"+2.67%";"24 Mar";"19 Apr";"26";"+11.91%";"-1.62%";"7";"10";"70%";"4.47%";"2.01";
"326";"V";"Visa Inc";"+48.03%";"+3.14%";"+3.99%";"24 Mar";"22 Apr";"29";"+9.37%";"-4.88%";"8";"10";"80%";"4.77%";"1.66";
"327";"CMS";"CMS Energy Corporation";"+71.92%";"+3.44%";"+2.10%";"24 Mar";"16 Apr";"23";"+20.32%";"-3.19%";"7";"10";"70%";"6.23%";"2.77";
"328";"HD";"The Home Depot, Inc";"+52.51%";"+3.50%";"+3.40%";"24 Mar";"23 Apr";"30";"+10.64%";"-3.43%";"7";"10";"70%";"5.03%";"2.07";
"329";"EXPD";"Expeditors International of Washington, ";"+54.11%";"+3.59%";"+3.26%";"24 Mar";"23 Apr";"30";"+11.30%";"-5.37%";"8";"10";"80%";"5.36%";"2.71";
"330";"VZ";"Verizon Communications Inc";"+68.89%";"+3.33%";"+2.32%";"24 Mar";"16 Apr";"23";"+16.58%";"-2.40%";"7";"10";"70%";"5.28%";"3.64";
"331";"KDP";"Keurig Dr Pepper Inc";"+74.76%";"+2.44%";"+1.50%";"24 Mar";"09 Apr";"16";"+13.15%";"+0.08%";"10";"10";"100%";"3.69%";"3.59";
"332";"CF";"CF Industries Holdings, Inc";"+57.77%";"+2.89%";"+3.18%";"24 Mar";"16 Apr";"23";"+12.57%";"-5.72%";"6";"10";"60%";"5.75%";"1.48";
"333";"MMM";"3M Company";"+51.02%";"+2.84%";"+3.62%";"24 Mar";"18 Apr";"25";"+8.25%";"-1.88%";"6";"10";"60%";"3.66%";"2.49";
"334";"GWW";"W.W. Grainger, Inc";"+79.64%";"+2.40%";"+0.71%";"24 Mar";"08 Apr";"15";"+13.28%";"-4.24%";"8";"10";"80%";"5.04%";"2.99";
"335";"CBOE";"Cboe Global Markets, Inc";"+64.58%";"+3.58%";"+2.33%";"24 Mar";"19 Apr";"26";"+31.75%";"-7.99%";"7";"10";"70%";"10.07%";"2.21";
"336";"MSCI";"MSCI Inc";"+76.28%";"+4.09%";"+1.33%";"24 Mar";"19 Apr";"26";"+17.80%";"-5.46%";"7";"10";"70%";"8.06%";"2.26";
"337";"RE";"Everest Re Group, Ltd";"+54.75%";"+3.13%";"+3.10%";"24 Mar";"19 Apr";"26";"+8.66%";"-4.00%";"7";"10";"70%";"4.13%";"1.74";
"338";"CPB";"Campbell Soup Company";"+71.63%";"+3.28%";"+1.77%";"24 Mar";"15 Apr";"22";"+16.97%";"-1.34%";"8";"10";"80%";"5.05%";"3.21";
"339";"AOS";"A. O. Smith Corporation";"+53.45%";"+3.43%";"+2.95%";"24 Mar";"22 Apr";"29";"+8.53%";"-2.25%";"9";"10";"90%";"3.16%";"2.07";
"340";"FICO";"Fair Isaac Corporation";"+50.98%";"+2.61%";"+3.35%";"24 Mar";"16 Apr";"23";"+12.11%";"-12.99%";"8";"10";"80%";"8.03%";"1.31";
"341";"TECH";"Bio-Techne Corporation";"+74.27%";"+4.48%";"+1.13%";"24 Mar";"22 Apr";"29";"+22.35%";"-7.37%";"6";"10";"60%";"9.19%";"2.56";
"342";"ADP";"Automatic Data Processing, Inc";"+56.69%";"+3.22%";"+2.74%";"24 Mar";"19 Apr";"26";"+15.59%";"-2.50%";"7";"10";"70%";"4.94%";"2.08";
"343";"MTD";"Mettler-Toledo International Inc";"+67.64%";"+3.57%";"+1.79%";"24 Mar";"18 Apr";"25";"+15.08%";"-5.43%";"6";"10";"60%";"6.10%";"2.34";
"344";"DXC";"DXC Technology Company";"+69.39%";"+3.34%";"+1.70%";"24 Mar";"16 Apr";"23";"+20.11%";"-9.47%";"7";"10";"70%";"8.81%";"1.49";
"345";"EA";"Electronic Arts Inc";"+50.75%";"+3.41%";"+2.97%";"24 Mar";"23 Apr";"30";"+21.38%";"-6.98%";"7";"10";"70%";"8.19%";"1.78";
"346";"HIG";"The Hartford Financial Services Group, I";"+75.56%";"+2.94%";"+1.04%";"24 Mar";"12 Apr";"19";"+18.19%";"-4.69%";"7";"10";"70%";"6.06%";"2.52";
"347";"BALL";"Ball Corporation";"+55.85%";"+3.18%";"+2.56%";"24 Mar";"19 Apr";"26";"+17.73%";"-5.72%";"7";"10";"70%";"6.25%";"2.14";
"348";"D";"Dominion Energy, Inc";"+69.96%";"+3.37%";"+1.50%";"24 Mar";"16 Apr";"23";"+18.88%";"-4.95%";"6";"10";"60%";"6.58%";"2.78";
"349";"COST";"Costco Wholesale Corporation";"+55.53%";"+3.17%";"+2.58%";"24 Mar";"19 Apr";"26";"+9.52%";"-4.46%";"9";"10";"90%";"4.27%";"2.59";
"350";"BBY";"Best Buy Co., Inc";"+55.14%";"+1.80%";"+2.37%";"24 Mar";"08 Apr";"15";"+8.87%";"-6.10%";"7";"10";"70%";"5.24%";"1.39";
"351";"L";"Loews Corporation";"+59.87%";"+2.97%";"+2.31%";"24 Mar";"16 Apr";"23";"+6.82%";"+0.77%";"10";"10";"100%";"2.10%";"2.11";
"352";"MSI";"Motorola Solutions, Inc";"+44.60%";"+2.54%";"+3.53%";"24 Mar";"18 Apr";"25";"+18.78%";"-7.66%";"6";"10";"60%";"7.26%";"1.38";
"353";"BRO";"Brown & Brown, Inc";"+54.73%";"+2.89%";"+2.65%";"24 Mar";"17 Apr";"24";"+8.04%";"-2.15%";"7";"10";"70%";"3.90%";"2.26";
"354";"MAR";"Marriott International, Inc";"+47.18%";"+3.20%";"+3.01%";"24 Mar";"23 Apr";"30";"+11.35%";"-2.42%";"7";"10";"70%";"4.64%";"1.14";
"355";"CB";"Chubb Limited";"+58.27%";"+3.04%";"+2.31%";"24 Mar";"17 Apr";"24";"+15.82%";"-1.39%";"8";"10";"80%";"4.74%";"2.16";
"356";"ABC";"AmerisourceBergen Corporation";"+41.21%";"+2.47%";"+3.72%";"24 Mar";"19 Apr";"26";"+12.24%";"-7.83%";"7";"10";"70%";"6.19%";"1.31";
"357";"TDG";"TransDigm Group Incorporated";"+50.39%";"+2.81%";"+2.93%";"24 Mar";"18 Apr";"25";"+12.58%";"-6.29%";"7";"10";"70%";"5.45%";"1.04";
"358";"SBUX";"Starbucks Corporation";"+46.17%";"+3.15%";"+3.03%";"24 Mar";"23 Apr";"30";"+15.83%";"-10.49%";"7";"10";"70%";"8.63%";"1.63";
"359";"TJX";"The TJX Companies, Inc";"+54.27%";"+3.11%";"+2.50%";"24 Mar";"19 Apr";"26";"+16.45%";"-5.86%";"7";"10";"70%";"6.29%";"1.65";
"360";"PPL";"PPL Corporation";"+54.26%";"+3.60%";"+2.29%";"24 Mar";"23 Apr";"30";"+18.60%";"-4.61%";"8";"10";"80%";"6.24%";"1.90";
"361";"DE";"Deere & Company";"+56.22%";"+3.08%";"+2.33%";"24 Mar";"18 Apr";"25";"+9.58%";"-1.94%";"8";"10";"80%";"3.92%";"1.88";
"362";"MS";"Morgan Stanley";"+66.21%";"+3.65%";"+1.43%";"24 Mar";"19 Apr";"26";"+15.47%";"-4.50%";"7";"10";"70%";"6.86%";"2.01";
"363";"AMGN";"Amgen Inc";"+46.44%";"+2.30%";"+3.20%";"24 Mar";"15 Apr";"22";"+9.62%";"-5.18%";"6";"10";"60%";"4.78%";"1.72";
"364";"PNW";"Pinnacle West Capital Corporation";"+56.46%";"+2.83%";"+2.32%";"24 Mar";"16 Apr";"23";"+11.22%";"-2.33%";"8";"10";"80%";"3.86%";"2.02";
"365";"GRMN";"Garmin Ltd";"+55.35%";"+3.16%";"+2.31%";"24 Mar";"19 Apr";"26";"+13.76%";"-3.10%";"7";"10";"70%";"5.97%";"2.20";
"366";"JPM";"JPMorgan Chase & Co";"+43.02%";"+2.46%";"+3.37%";"24 Mar";"18 Apr";"25";"+15.56%";"-9.32%";"6";"10";"60%";"8.31%";"1.19";
"367";"PKI";"PerkinElmer, Inc";"+52.24%";"+1.72%";"+2.32%";"24 Mar";"08 Apr";"15";"+5.48%";"-3.82%";"7";"10";"70%";"3.35%";"1.83";
"368";"LOW";"Lowe's Companies, Inc";"+48.59%";"+3.28%";"+2.54%";"24 Mar";"23 Apr";"30";"+23.48%";"-8.20%";"6";"10";"60%";"9.81%";"1.62";
"369";"EXPE";"Expedia Group, Inc";"+38.28%";"+2.68%";"+3.47%";"24 Mar";"23 Apr";"30";"+6.87%";"-4.23%";"8";"10";"80%";"3.50%";"0.92";
"370";"TMUS";"T-Mobile US, Inc";"+52.77%";"+3.28%";"+2.27%";"24 Mar";"21 Apr";"28";"+10.90%";"-6.79%";"9";"10";"90%";"5.08%";"2.12";
"371";"GILD";"Gilead Sciences, Inc";"+50.69%";"+3.29%";"+2.37%";"24 Mar";"22 Apr";"29";"+11.62%";"-3.01%";"7";"10";"70%";"5.14%";"1.65";
"372";"BRK-B";"Berkshire Hathaway Inc";"+45.59%";"+2.69%";"+2.96%";"24 Mar";"19 Apr";"26";"+8.27%";"-3.50%";"7";"10";"70%";"4.12%";"2.63";
"373";"IBM";"International Business Machines Corporat";"+54.65%";"+2.39%";"+2.13%";"24 Mar";"13 Apr";"20";"+14.86%";"-2.47%";"7";"10";"70%";"4.80%";"2.05";
"374";"NVR";"NVR, Inc";"+35.06%";"+2.06%";"+3.78%";"24 Mar";"18 Apr";"25";"+9.80%";"-8.84%";"6";"10";"60%";"7.01%";"0.90";
"375";"ATVI";"Activision Blizzard, Inc";"+45.11%";"+3.08%";"+2.64%";"24 Mar";"23 Apr";"30";"+21.83%";"-5.01%";"6";"10";"60%";"7.47%";"1.70";
"376";"SNPS";"Synopsys, Inc";"+43.96%";"+3.02%";"+2.65%";"24 Mar";"23 Apr";"30";"+26.00%";"-10.64%";"6";"10";"60%";"9.43%";"1.56";
"377";"CHRW";"C.H. Robinson Worldwide, Inc";"+48.83%";"+3.30%";"+2.20%";"24 Mar";"23 Apr";"30";"+13.32%";"-5.92%";"8";"10";"80%";"6.05%";"2.02";
"379";"NCLH";"Norwegian Cruise Line Holdings Ltd";"+45.60%";"+1.53%";"+2.48%";"24 Mar";"08 Apr";"15";"+20.98%";"-14.76%";"7";"10";"70%";"9.53%";"0.54";
"380";"HLT";"Hilton Worldwide Holdings Inc";"+42.75%";"+2.45%";"+2.92%";"24 Mar";"18 Apr";"25";"+11.52%";"-5.71%";"8";"10";"80%";"4.67%";"1.16";
"381";"PCG-PA";"Pacific Gas and Electric Company";"+47.83%";"+3.13%";"+2.25%";"24 Mar";"22 Apr";"29";"+12.99%";"-4.79%";"7";"10";"70%";"5.24%";"1.63";
"382";"ALLE";"Allegion plc";"+48.95%";"+3.19%";"+2.13%";"24 Mar";"22 Apr";"29";"+11.38%";"-4.62%";"7";"10";"70%";"4.87%";"1.57";
"383";"SJM";"The J. M. Smucker Company";"+55.92%";"+2.94%";"+1.70%";"24 Mar";"17 Apr";"24";"+14.99%";"-3.80%";"7";"10";"70%";"5.24%";"2.84";
"384";"CSCO";"Cisco Systems, Inc";"+53.80%";"+2.84%";"+1.88%";"24 Mar";"17 Apr";"24";"+11.10%";"-5.58%";"8";"10";"80%";"5.43%";"1.98";
"386";"ZION";"Zions Bancorporation";"+49.78%";"+2.78%";"+2.08%";"24 Mar";"18 Apr";"25";"+16.24%";"-7.14%";"6";"10";"60%";"6.67%";"1.39";
"388";"KEY";"KeyCorp";"+41.66%";"+2.49%";"+2.57%";"24 Mar";"19 Apr";"26";"+13.27%";"-9.19%";"6";"10";"60%";"7.22%";"0.94";
"389";"DIS";"Walt Disney";"+55.35%";"+2.79%";"+1.42%";"24 Mar";"16 Apr";"23";"+20.51%";"-8.05%";"7";"10";"70%";"7.10%";"1.87";
"390";"CI";"Cigna Corporation";"+46.30%";"+3.15%";"+1.92%";"24 Mar";"23 Apr";"30";"+25.19%";"-6.08%";"7";"10";"70%";"8.27%";"1.32";
"391";"FDX";"FedEx Corporation";"+42.82%";"+2.45%";"+2.46%";"24 Mar";"18 Apr";"25";"+15.16%";"-9.71%";"7";"10";"70%";"6.53%";"1.36";
"392";"IT";"Gartner, Inc";"+48.94%";"+3.30%";"+1.64%";"24 Mar";"23 Apr";"30";"+17.37%";"-5.09%";"7";"10";"70%";"6.72%";"1.49";
"393";"AIZ";"Assurant, Inc";"+45.80%";"+2.38%";"+2.17%";"24 Mar";"16 Apr";"23";"+7.39%";"-1.23%";"7";"10";"70%";"2.97%";"1.92";
"394";"BK";"The Bank of New York Mellon Corporation";"+50.94%";"+2.26%";"+1.73%";"24 Mar";"13 Apr";"20";"+16.13%";"-7.11%";"7";"10";"70%";"6.95%";"2.06";
"395";"ADBE";"Adobe Systems Incorporated";"+54.75%";"+3.01%";"+1.30%";"24 Mar";"18 Apr";"25";"+14.32%";"-2.03%";"7";"10";"70%";"5.36%";"1.75";
"396";"FDS";"FactSet Research Systems Inc";"+42.31%";"+2.92%";"+2.17%";"24 Mar";"23 Apr";"30";"+18.17%";"-8.67%";"7";"10";"70%";"8.75%";"1.46";
"397";"MNST";"Monster Beverage Corporation";"+42.57%";"+2.94%";"+2.14%";"24 Mar";"23 Apr";"30";"+11.23%";"-4.82%";"6";"10";"60%";"5.85%";"1.44";
"398";"CTAS";"Cintas Corporation";"+46.87%";"+3.19%";"+1.73%";"24 Mar";"23 Apr";"30";"+14.74%";"-2.21%";"7";"10";"70%";"5.05%";"1.55";
"400";"XRAY";"DENTSPLY SIRONA Inc";"+67.98%";"+3.44%";"+0.18%";"24 Mar";"17 Apr";"24";"+21.20%";"-2.61%";"6";"10";"60%";"7.21%";"2.35";
"401";"CMCSA";"Comcast Corporation";"+51.37%";"+2.85%";"+1.50%";"24 Mar";"18 Apr";"25";"+8.86%";"-2.74%";"7";"10";"70%";"3.99%";"1.87";
"402";"UPS";"United Parcel Service, Inc";"+34.57%";"+2.04%";"+2.96%";"24 Mar";"18 Apr";"25";"+11.35%";"-12.81%";"7";"10";"70%";"7.01%";"1.41";
"403";"MTB";"M&T Bank Corporation";"+36.30%";"+2.56%";"+2.61%";"24 Mar";"23 Apr";"30";"+9.04%";"-4.63%";"7";"10";"70%";"4.74%";"0.94";
"404";"DD";"E I Du Pont De Nemours And Company";"+39.80%";"+2.68%";"+2.29%";"24 Mar";"22 Apr";"29";"+22.83%";"-11.81%";"7";"10";"70%";"8.71%";"1.19";
"405";"MHK";"Mohawk Industries, Inc";"+47.42%";"+1.80%";"+1.64%";"24 Mar";"10 Apr";"17";"+10.09%";"-7.95%";"7";"10";"70%";"5.37%";"0.94";
"406";"MOS";"The Mosaic Company";"+57.57%";"+2.88%";"+0.82%";"24 Mar";"16 Apr";"23";"+13.97%";"-4.83%";"6";"10";"60%";"6.58%";"1.36";
"407";"BBWI";"Bath & Body Works Inc.";"+58.52%";"+1.88%";"+0.41%";"24 Mar";"08 Apr";"15";"+14.35%";"-7.33%";"7";"10";"70%";"7.21%";"1.05";
"409";"RF";"Regions Financial Corporation";"+38.30%";"+2.68%";"+2.18%";"24 Mar";"23 Apr";"30";"+15.38%";"-5.96%";"7";"10";"70%";"7.23%";"0.91";
"411";"CRM";"salesforce.com, inc";"+25.56%";"+1.56%";"+3.51%";"24 Mar";"18 Apr";"25";"+10.01%";"-12.60%";"6";"10";"60%";"6.71%";"0.72";
"412";"BMY";"Bristol-Myers Squibb Company";"+37.80%";"+2.38%";"+2.21%";"24 Mar";"20 Apr";"27";"+26.30%";"-18.77%";"6";"10";"60%";"12.12%";"1.64";
"413";"WAT";"Waters Corporation";"+34.37%";"+2.27%";"+2.42%";"24 Mar";"21 Apr";"28";"+11.96%";"-5.45%";"8";"10";"80%";"4.55%";"1.21";
"414";"AAPL";"Apple Inc";"+35.26%";"+2.49%";"+2.24%";"24 Mar";"23 Apr";"30";"+11.85%";"-6.43%";"6";"10";"60%";"6.55%";"1.33";
"415";"WTW";"Willis Towers Watson PLC";"+47.46%";"+2.78%";"+1.30%";"24 Mar";"19 Apr";"26";"+11.66%";"-0.86%";"8";"10";"80%";"3.84%";"1.69";
"417";"TT";"Trane Technologies plc";"+30.96%";"+2.15%";"+2.66%";"24 Mar";"22 Apr";"29";"+7.80%";"-3.77%";"6";"10";"60%";"4.69%";"0.97";
"418";"TRV";"The Travelers Companies, Inc";"+51.74%";"+2.05%";"+0.88%";"24 Mar";"11 Apr";"18";"+13.53%";"-1.25%";"7";"10";"70%";"4.26%";"2.11";
"419";"CTSH";"Cognizant Technology Solutions Corporati";"+53.20%";"+1.74%";"+0.39%";"24 Mar";"08 Apr";"15";"+10.73%";"-3.33%";"6";"10";"60%";"4.18%";"1.41";
"420";"INTU";"Intuit Inc";"+38.00%";"+2.21%";"+1.95%";"24 Mar";"18 Apr";"25";"+13.15%";"-5.86%";"7";"10";"70%";"5.15%";"1.20";
"421";"META";"Meta Platforms, Inc.";"+34.88%";"+2.05%";"+2.19%";"24 Mar";"18 Apr";"25";"+10.72%";"-4.46%";"6";"10";"60%";"5.46%";"1.00";
"422";"ALK";"Alaska Air Group, Inc";"+36.94%";"+2.51%";"+1.72%";"24 Mar";"22 Apr";"29";"+15.53%";"-4.77%";"6";"10";"60%";"7.69%";"0.86";
"424";"AKAM";"Akamai Technologies, Inc";"+38.86%";"+2.25%";"+1.46%";"24 Mar";"18 Apr";"25";"+18.07%";"-8.66%";"7";"10";"70%";"8.54%";"1.38";
"426";"CINF";"Cincinnati Financial Corporation";"+35.31%";"+1.91%";"+1.80%";"24 Mar";"16 Apr";"23";"+5.70%";"-0.87%";"8";"10";"80%";"1.87%";"1.28";
"428";"JCI";"Johnson Controls International plc";"+35.48%";"+2.42%";"+1.48%";"24 Mar";"22 Apr";"29";"+9.51%";"-4.04%";"7";"10";"70%";"4.68%";"1.19";
"429";"ADI";"Analog Devices, Inc";"+34.06%";"+1.93%";"+1.61%";"24 Mar";"17 Apr";"24";"+9.68%";"-6.43%";"7";"10";"70%";"5.08%";"1.01";
"430";"MSFT";"Microsoft Corporation";"+34.54%";"+2.45%";"+1.35%";"24 Mar";"23 Apr";"30";"+15.56%";"-7.69%";"7";"10";"70%";"6.91%";"1.16";
"431";"CSGP";"CoStar Group, Inc";"+15.70%";"+1.16%";"+3.16%";"24 Mar";"22 Apr";"29";"+13.52%";"-13.88%";"8";"10";"80%";"8.36%";"0.39";
"434";"NOW";"ServiceNow, Inc";"+24.32%";"+1.67%";"+2.26%";"24 Mar";"21 Apr";"28";"+20.39%";"-15.39%";"6";"10";"60%";"12.06%";"0.46";
"435";"AXP";"American Express";"+27.97%";"+1.76%";"+1.94%";"24 Mar";"19 Apr";"26";"+10.94%";"-4.77%";"6";"10";"60%";"5.31%";"0.73";
"438";"TEL";"TE Connectivity Ltd";"+33.46%";"+2.38%";"+1.18%";"24 Mar";"23 Apr";"30";"+12.53%";"-5.64%";"7";"10";"70%";"6.15%";"0.99";
"439";"ODFL";"Old Dominion Freight Line, Inc";"+33.05%";"+2.36%";"+1.20%";"24 Mar";"23 Apr";"30";"+12.78%";"-11.64%";"7";"10";"70%";"7.58%";"0.87";
"441";"FI";"Fiserv, Inc";"+33.89%";"+2.00%";"+1.12%";"24 Mar";"18 Apr";"25";"+12.22%";"-1.81%";"8";"10";"80%";"3.73%";"1.16";
"444";"TPR";"Tapestry, Inc";"+24.30%";"+1.49%";"+1.79%";"24 Mar";"18 Apr";"25";"+11.29%";"-9.93%";"8";"10";"80%";"5.46%";"0.48";
"446";"CHTR";"Charter Communications, Inc";"+32.39%";"+2.32%";"+0.71%";"24 Mar";"23 Apr";"30";"+19.01%";"-9.36%";"6";"10";"60%";"8.13%";"0.97";
"447";"ROP";"Roper Technologies, Inc";"+37.95%";"+2.30%";"+0.32%";"24 Mar";"19 Apr";"26";"+13.42%";"-1.97%";"6";"10";"60%";"4.61%";"1.71";
"448";"LDOS";"Leidos Holdings, Inc";"+31.34%";"+2.25%";"+0.76%";"24 Mar";"23 Apr";"30";"+26.00%";"-10.51%";"6";"10";"60%";"9.63%";"0.81";
"450";"LRCX";"Lam Research Corporation";"+17.61%";"+1.33%";"+2.08%";"24 Mar";"23 Apr";"30";"+14.45%";"-14.35%";"6";"10";"60%";"10.90%";"0.32";
"451";"LVS";"Las Vegas Sands Corp";"+22.34%";"+1.38%";"+1.71%";"24 Mar";"18 Apr";"25";"+15.08%";"-7.75%";"6";"10";"60%";"7.08%";"0.52";
"452";"APH";"Amphenol Corporation";"+34.70%";"+1.88%";"+0.49%";"24 Mar";"16 Apr";"23";"+9.98%";"-6.62%";"6";"10";"60%";"5.33%";"1.22";
"453";"GOOGL";"Alphabet Inc";"+17.09%";"+1.08%";"+2.14%";"24 Mar";"18 Apr";"25";"+12.66%";"-9.82%";"6";"10";"60%";"7.62%";"0.52";
"456";"CVS";"CVS Health Corporation";"+22.20%";"+1.65%";"+1.00%";"24 Mar";"23 Apr";"30";"+13.69%";"-5.32%";"6";"10";"60%";"5.60%";"0.83";
"458";"MU";"Micron Technology, Inc";"+9.60%";"+0.60%";"+2.15%";"24 Mar";"17 Apr";"24";"+6.52%";"-8.90%";"7";"10";"70%";"5.67%";"0.16";
"460";"NVDA";"NVIDIA Corporation";"+23.84%";"+1.40%";"+0.71%";"24 Mar";"17 Apr";"24";"+21.50%";"-22.62%";"6";"10";"60%";"13.54%";"0.52";
"461";"CMA";"Comerica Incorporated";"+15.46%";"+1.14%";"+1.12%";"24 Mar";"22 Apr";"29";"+13.51%";"-13.90%";"6";"10";"60%";"8.06%";"0.31";
"466";"SCHW";"The Charles Schwab Corporation";"+4.66%";"+0.31%";"+1.25%";"24 Mar";"18 Apr";"25";"+19.11%";"-17.58%";"6";"10";"60%";"10.02%";"0.06";
